set_id,IMAGE_VERSION_1,IMAGE_VERSION_2,IMAGE_VERSION_3,year,season,product_type,category
181,https://static.zara.net/photos///2023/I/1/2/p/2747/220/027/2/w/2048/2747220027_6_1_1.jpg?ts=1688046672898,https://static.zara.net/photos///2023/I/1/2/p/2747/220/027/2/w/2048/2747220027_6_2_1.jpg?ts=1688046672732,https://static.zara.net/photos///2023/I/1/2/p/2747/220/027/2/w/2048/2747220027_3_1_1.jpg?ts=1688046672781,2023,W,1,2
182,https://static.zara.net/photos///2023/I/0/1/p/8073/258/800/2/w/2048/8073258800_1_1_1.jpg?ts=1697629769251,https://static.zara.net/photos///2023/I/0/1/p/8073/258/800/2/w/2048/8073258800_2_1_1.jpg?ts=1697541148119,https://static.zara.net/photos///2023/I/0/1/p/8073/258/800/2/w/2048/8073258800_3_1_1.jpg?ts=1697702578751,2023,W,0,1
193,https://static.zara.net/photos///2023/V/2/3/p/6390/102/999/2/w/2048/6390102999_6_1_1.jpg?ts=1674634048704,https://static.zara.net/photos///2023/V/2/3/p/6390/102/999/2/w/2048/6390102999_6_2_1.jpg?ts=1674634049370,https://static.zara.net/photos///2023/V/2/3/p/6390/102/999/2/w/100/6390102999_3_1_1.jpg?ts=1675270872784,2023,S,2,3
194,https://static.zara.net/photos///2023/I/0/1/p/2756/110/802/12/w/2048/2756110802_1_1_1.jpg?ts=1699528539133,https://static.zara.net/photos///2023/I/0/1/p/2756/110/802/12/w/2048/2756110802_2_1_1.jpg?ts=1699528539139,https://static.zara.net/photos///2023/I/0/1/p/2756/110/802/2/w/2048/2756110802_3_1_1.jpg?ts=1698671378495,2023,W,0,1
196,https://static.zara.net/photos///2023/I/0/2/p/3443/310/251/2/w/2048/3443310251_6_1_1.jpg?ts=1691411266405,https://static.zara.net/photos///2023/I/0/2/p/3443/310/251/2/w/2048/3443310251_6_2_1.jpg?ts=1690355823212,https://static.zara.net/photos///2023/I/0/2/p/3443/310/251/2/w/2048/3443310251_3_1_1.jpg?ts=1691411272754,2023,W,0,2
205,https://static.zara.net/photos///2023/I/0/3/p/8501/758/707/2/w/2048/8501758707_6_1_1.jpg?ts=1694764847068,https://static.zara.net/photos///2023/I/0/3/p/8501/758/707/2/w/2048/8501758707_6_2_1.jpg?ts=1694764847296,https://static.zara.net/photos///2023/I/0/3/p/8501/758/707/2/w/2048/8501758707_3_1_1.jpg?ts=1694764847295,2023,W,0,3
217,https://static.zara.net/photos///2023/V/4/1/p/2460/211/400/2/w/2048/2460211400_6_1_1.jpg?ts=1681113576168,https://static.zara.net/photos///2023/V/4/1/p/2460/211/400/2/w/2048/2460211400_6_2_1.jpg?ts=1681113577473, ,2023,S,4,1
227,https://static.zara.net/photos///2023/I/4/1/p/1620/052/999/2/w/2048/1620052999_6_1_1.jpg?ts=1693567920932,https://static.zara.net/photos///2023/I/4/1/p/1620/052/999/2/w/2048/1620052999_6_2_1.jpg?ts=1693567921119, ,2023,W,4,1
236,https://static.zara.net/photos///2023/I/0/1/p/9598/262/802/2/w/2048/9598262802_1_1_1.jpg?ts=1696326890405,https://static.zara.net/photos///2023/I/0/1/p/9598/262/802/2/w/2048/9598262802_2_1_1.jpg?ts=1696326892011,https://static.zara.net/photos///2023/I/0/1/p/9598/262/802/2/w/2048/9598262802_3_1_1.jpg?ts=1696335073736,2023,W,0,1
244,https://static.zara.net/photos///2023/I/0/3/p/5479/750/800/2/w/2048/5479750800_6_1_1.jpg?ts=1697803740161,https://static.zara.net/photos///2023/I/0/1/p/5479/750/800/2/w/2048/5479750800_6_2_1.jpg?ts=1697803564904,https://static.zara.net/photos///2023/I/0/3/p/5479/750/800/2/w/2048/5479750800_3_1_1.jpg?ts=1697706798109,2023,W,0,3
248,https://static.zara.net/photos///2023/I/0/2/p/3597/324/806/2/w/2048/3597324806_6_1_1.jpg?ts=1693551633428,https://static.zara.net/photos///2023/I/0/2/p/3597/324/806/2/w/2048/3597324806_6_2_1.jpg?ts=1693551632809,https://static.zara.net/photos///2023/I/0/2/p/3597/324/806/2/w/2048/3597324806_3_1_1.jpg?ts=1693551633536,2023,W,0,2
250,https://static.zara.net/photos///2023/I/0/3/p/0722/584/612/2/w/2048/0722584612_6_1_1.jpg?ts=1688394495310,https://static.zara.net/photos///2023/I/0/3/p/0722/584/612/2/w/2048/0722584612_6_2_1.jpg?ts=1688394495396,https://static.zara.net/photos///2023/I/0/3/p/0722/584/612/2/w/2048/0722584612_3_1_1.jpg?ts=1688394497668,2023,W,0,3
253,https://static.zara.net/photos///2023/I/0/1/p/2731/287/800/14/w/2038/2731287800_1_1_1.jpg?ts=1700475347086,https://static.zara.net/photos///2023/I/0/1/p/2731/287/800/14/w/2038/2731287800_2_1_1.jpg?ts=1700475346843,https://static.zara.net/photos///2023/I/0/1/p/2731/287/800/14/w/2048/2731287800_3_1_1.jpg?ts=1700475676644,2023,W,0,1
264,https://static.zara.net/photos///2023/V/2/3/p/6250/001/999/3/w/2048/6250001999_1_1_1.jpg?ts=1672142356714, , ,2023,S,2,3
266,https://static.zara.net/photos///2023/I/0/2/p/3284/354/800/2/w/2048/3284354800_6_1_1.jpg?ts=1693492628858,https://static.zara.net/photos///2023/I/0/2/p/3284/354/800/2/w/2048/3284354800_6_2_1.jpg?ts=1693492629772,https://static.zara.net/photos///2023/I/0/2/p/3284/354/800/2/w/2048/3284354800_3_1_1.jpg?ts=1693492629384,2023,W,0,2
270,https://static.zara.net/photos///2023/I/2/1/p/4130/142/935/2/w/2048/4130142935_2_1_1.jpg?ts=1689089250041,https://static.zara.net/photos///2022/V/2/1/p/4130/155/935/2/w/2048/4130155935_6_1_1.jpg?ts=1647533478049,https://static.zara.net/photos///2022/V/2/1/p/4130/155/935/2/w/2048/4130155935_3_1_1.jpg?ts=1647860400000,2023,W,2,1
271,https://static.zara.net/photos///2023/I/0/2/p/6674/301/802/2/w/2048/6674301802_6_1_1.jpg?ts=1691057348702,https://static.zara.net/photos///2023/I/0/2/p/6674/301/802/2/w/2048/6674301802_6_2_1.jpg?ts=1691057348827,https://static.zara.net/photos///2023/I/0/2/p/6674/301/802/2/w/2048/6674301802_3_1_1.jpg?ts=1691057349231,2023,W,0,2
272,https://static.zara.net/photos///2023/I/1/3/p/1203/330/081/2/w/2048/1203330081_6_1_1.jpg?ts=1698338450168,https://static.zara.net/photos///2023/I/1/3/p/1203/330/081/2/w/2048/1203330081_6_2_1.jpg?ts=1698338451137,https://static.zara.net/photos///2023/I/1/3/p/1203/330/081/2/w/2048/1203330081_3_1_1.jpg?ts=1698338450119,2023,W,1,3
274,https://static.zara.net/photos///2023/I/0/3/p/0722/578/812/2/w/2048/0722578812_6_1_1.jpg?ts=1695636778461,https://static.zara.net/photos///2023/I/0/3/p/0722/578/812/2/w/2048/0722578812_6_2_1.jpg?ts=1695636778660,https://static.zara.net/photos///2023/I/0/3/p/0722/578/812/2/w/2048/0722578812_3_1_1.jpg?ts=1695636778453,2023,W,0,3
280,https://static.zara.net/photos///2023/I/0/1/p/9598/143/802/2/w/2048/9598143802_1_1_1.jpg?ts=1693385971357,https://static.zara.net/photos///2023/I/0/1/p/9598/143/802/2/w/2048/9598143802_2_1_1.jpg?ts=1693385971780,https://static.zara.net/photos///2023/I/0/1/p/9598/143/802/2/w/2048/9598143802_3_1_1.jpg?ts=1693410673256,2023,W,0,1
287,https://static.zara.net/photos///2023/I/0/2/p/9065/352/700/2/w/2048/9065352700_6_1_1.jpg?ts=1697554616110,https://static.zara.net/photos///2023/I/0/2/p/9065/352/700/2/w/2048/9065352700_6_2_1.jpg?ts=1697554615679,https://static.zara.net/photos///2023/I/0/2/p/9065/352/700/2/w/2048/9065352700_3_1_1.jpg?ts=1697554617304,2023,W,0,2
289,https://static.zara.net/photos///2023/V/0/3/p/2326/610/705/2/w/2048/2326610705_6_1_1.jpg?ts=1681315189666,https://static.zara.net/photos///2023/V/0/3/p/2326/610/705/2/w/2048/2326610705_6_2_1.jpg?ts=1681315207058,https://static.zara.net/photos///2023/V/0/3/p/2326/610/705/2/w/2048/2326610705_3_1_1.jpg?ts=1681315196927,2023,S,0,3
293,https://static.zara.net/photos///2023/V/4/1/p/8603/029/251/2/w/2048/8603029251_6_1_1.jpg?ts=1672303692743,https://static.zara.net/photos///2023/V/4/1/p/8603/029/251/2/w/2048/8603029251_6_2_1.jpg?ts=1672303689612, ,2023,S,4,1
297,https://static.zara.net/photos///2023/I/0/2/p/9569/106/401/2/w/2048/9569106401_6_1_1.jpg?ts=1694427181833,https://static.zara.net/photos///2023/I/0/2/p/9569/106/401/2/w/2048/9569106401_6_2_1.jpg?ts=1694427180931,https://static.zara.net/photos///2023/I/0/2/p/9569/106/401/2/w/2048/9569106401_3_1_1.jpg?ts=1694427179705,2023,W,0,2
298,https://static.zara.net/photos///2023/I/0/2/p/5724/515/802/2/w/2048/5724515802_6_1_1.jpg?ts=1689860634138,https://static.zara.net/photos///2023/I/0/1/p/5724/515/802/2/w/2048/5724515802_6_2_1.jpg?ts=1689860537928,https://static.zara.net/photos///2023/I/0/1/p/5724/515/802/2/w/2048/5724515802_3_1_1.jpg?ts=1689860535822,2023,W,0,2
303,https://static.zara.net/photos///2023/I/0/2/p/9621/100/811/202/w/2400/9621100811_6_1_1.jpg?ts=1696592505186,https://static.zara.net/photos///2023/I/0/2/p/9621/100/811/202/w/2400/9621100811_6_2_1.jpg?ts=1696491681905,https://static.zara.net/photos///2023/I/0/2/p/9621/100/811/2/w/2400/9621100811_3_1_1.jpg?ts=1696322927629,2023,W,0,2
320,https://static.zara.net/photos///2023/I/0/1/p/5584/646/033/2/w/2048/5584646033_1_1_1.jpg?ts=1696933433012,https://static.zara.net/photos///2023/I/0/1/p/5584/646/033/2/w/2048/5584646033_2_1_1.jpg?ts=1696933434637,https://static.zara.net/photos///2023/I/0/1/p/5584/646/033/2/w/2048/5584646033_3_1_1.jpg?ts=1696932964157,2023,W,0,1
328,https://static.zara.net/photos///2023/I/4/1/p/2602/045/500/2/w/2048/2602045500_6_1_1.jpg?ts=1695193879182,https://static.zara.net/photos///2023/I/4/1/p/2602/045/500/2/w/2048/2602045500_6_2_1.jpg?ts=1695193884601, ,2023,W,4,1
340,https://static.zara.net/photos///2023/I/0/1/p/2335/451/822/2/w/2048/2335451822_1_1_1.jpg?ts=1694167269130,https://static.zara.net/photos///2023/I/0/1/p/2335/451/822/2/w/2048/2335451822_2_1_1.jpg?ts=1694167269003,https://static.zara.net/photos///2023/I/0/1/p/2335/451/822/2/w/2048/2335451822_3_1_1.jpg?ts=1694159370167,2023,W,0,1
342,https://static.zara.net/photos///2023/I/0/2/p/2823/405/800/2/w/2048/2823405800_6_1_1.jpg?ts=1683819257857,https://static.zara.net/photos///2023/I/0/2/p/2823/405/800/2/w/2048/2823405800_6_2_1.jpg?ts=1683819258165,https://static.zara.net/photos///2023/I/0/2/p/2823/405/800/2/w/2048/2823405800_3_1_1.jpg?ts=1683819257842,2023,W,0,2
347,https://static.zara.net/photos///2023/I/0/1/p/8073/258/800/3/w/2048/8073258800_1_1_1.jpg?ts=1697635900428,https://static.zara.net/photos///2023/I/0/1/p/8073/258/800/3/w/2048/8073258800_2_1_1.jpg?ts=1697635868174,https://static.zara.net/photos///2023/I/0/1/p/8073/258/800/2/w/2048/8073258800_3_1_1.jpg?ts=1697549462767,2023,W,0,1
349,https://static.zara.net/photos///2023/S/0/2/p/3199/402/526/2/w/2048/3199402526_6_1_1.jpg?ts=1700131797204,https://static.zara.net/photos///2023/S/0/2/p/3199/402/526/2/w/2048/3199402526_6_2_1.jpg?ts=1700131795709,https://static.zara.net/photos///2023/S/0/2/p/3199/402/526/2/w/2048/3199402526_3_1_1.jpg?ts=1700131797393,2023,S,0,2
362,https://static.zara.net/photos///2023/I/0/3/p/0061/518/712/2/w/2048/0061518712_6_1_1.jpg?ts=1689257334483,https://static.zara.net/photos///2023/I/0/3/p/0061/518/712/2/w/2048/0061518712_6_2_1.jpg?ts=1689257334473,https://static.zara.net/photos///2023/I/0/3/p/0061/518/712/2/w/2048/0061518712_3_1_1.jpg?ts=1689257335141,2023,W,0,3
367,https://static.zara.net/photos///2023/I/4/1/p/1599/002/741/2/w/2048/1599002741_6_1_1.jpg?ts=1696342150376,https://static.zara.net/photos///2023/I/4/1/p/1599/002/741/2/w/2048/1599002741_6_2_1.jpg?ts=1696342149807, ,2023,W,4,1
368,https://static.zara.net/photos///2023/I/4/1/p/7510/555/733/2/w/2048/7510555733_6_1_1.jpg?ts=1685442159682,https://static.zara.net/photos///2023/I/4/1/p/7510/555/733/2/w/2048/7510555733_6_2_1.jpg?ts=1685442159650, ,2023,W,4,1
374,https://static.zara.net/photos///2023/I/0/2/p/1063/321/405/2/w/2048/1063321405_6_1_1.jpg?ts=1691057105809,https://static.zara.net/photos///2023/I/0/2/p/1063/321/405/2/w/2048/1063321405_6_2_1.jpg?ts=1691057105713,https://static.zara.net/photos///2023/I/0/2/p/1063/321/405/2/w/2048/1063321405_3_1_1.jpg?ts=1691057106374,2023,W,0,2
375,https://static.zara.net/photos///2023/I/0/1/p/1255/749/800/2/w/2048/1255749800_1_1_1.jpg?ts=1695383282368,https://static.zara.net/photos///2023/I/0/1/p/1255/749/800/2/w/2048/1255749800_2_1_1.jpg?ts=1695383283803,https://static.zara.net/photos///2023/I/0/1/p/1255/749/800/2/w/2048/1255749800_3_1_1.jpg?ts=1695193965847,2023,W,0,1
377,https://static.zara.net/photos///2023/I/2/3/p/0311/002/999/2/w/2048/0311002999_6_1_1.jpg?ts=1698749405868,https://static.zara.net/photos///2023/I/2/3/p/0311/002/999/2/w/2048/0311002999_6_2_1.jpg?ts=1698749405662,https://static.zara.net/photos///2023/I/2/3/p/0311/002/999/2/w/2048/0311002999_3_1_1.jpg?ts=1698749406073,2023,W,2,3
380,https://static.zara.net/photos///2023/I/2/2/p/0220/263/999/2/w/2048/0220263999_6_1_1.jpg?ts=1696866120957,https://static.zara.net/photos///2023/I/2/2/p/0220/263/999/2/w/2048/0220263999_6_2_1.jpg?ts=1696866121938,https://static.zara.net/photos///2023/I/2/2/p/0220/263/999/2/w/2048/0220263999_3_1_1.jpg?ts=1696866120923,2023,W,2,2
385,https://static.zara.net/photos///2023/V/4/1/p/2148/005/710/2/w/2048/2148005710_6_1_1.jpg?ts=1677494837707,https://static.zara.net/photos///2022/I/4/1/p/2148/005/710/2/w/2048/2148005710_6_2_1.jpg?ts=1661947683819, ,2023,S,4,1
388,https://static.zara.net/photos///2023/I/0/3/p/2224/771/611/2/w/2048/2224771611_6_1_1.jpg?ts=1689587279459,https://static.zara.net/photos///2023/I/0/3/p/2224/771/611/2/w/2048/2224771611_6_2_1.jpg?ts=1689587279864,https://static.zara.net/photos///2023/I/0/3/p/2224/771/611/2/w/2048/2224771611_3_1_1.jpg?ts=1683013322066,2023,W,0,3
394,https://static.zara.net/photos///2023/I/0/1/p/5536/152/809/18/w/2048/5536152809_1_1_1.jpg?ts=1701953930642,https://static.zara.net/photos///2023/I/0/1/p/5536/152/809/18/w/2048/5536152809_2_1_1.jpg?ts=1701953939460,https://static.zara.net/photos///2023/I/0/1/p/5536/152/809/2/w/2048/5536152809_3_1_1.jpg?ts=1695141519853,2023,W,0,1
396,https://static.zara.net/photos///2023/I/0/1/p/7878/920/800/2/w/2048/7878920800_6_1_1.jpg?ts=1693390780810,https://static.zara.net/photos///2023/I/0/1/p/7878/920/800/2/w/2048/7878920800_6_2_1.jpg?ts=1693390781060, ,2023,W,0,1
398,https://static.zara.net/photos///2023/I/0/2/p/3548/304/710/2/w/2048/3548304710_6_1_1.jpg?ts=1690803327634,https://static.zara.net/photos///2023/I/0/2/p/3548/304/710/2/w/2048/3548304710_6_2_1.jpg?ts=1690803325927,https://static.zara.net/photos///2023/I/0/2/p/3548/304/710/2/w/2048/3548304710_3_1_1.jpg?ts=1690803328892,2023,W,0,2
399,https://static.zara.net/photos///2023/I/0/2/p/2795/328/050/2/w/2048/2795328050_6_1_1.jpg?ts=1694094379347,https://static.zara.net/photos///2023/I/0/2/p/2795/328/050/2/w/2048/2795328050_6_2_1.jpg?ts=1694094379319,https://static.zara.net/photos///2023/I/0/2/p/2795/328/050/2/w/2048/2795328050_3_1_1.jpg?ts=1694094379279,2023,W,0,2
400,https://static.zara.net/photos///2023/I/0/1/p/9479/301/800/2/w/2048/9479301800_1_1_1.jpg?ts=1700049378643,https://static.zara.net/photos///2023/I/0/1/p/9479/301/800/2/w/2048/9479301800_2_1_1.jpg?ts=1700049378492,https://static.zara.net/photos///2023/I/0/1/p/9479/301/800/2/w/2048/9479301800_3_1_1.jpg?ts=1699960310460,2023,W,0,1
401,https://static.zara.net/photos///2023/I/0/1/p/3641/814/442/2/w/2048/3641814442_1_1_1.jpg?ts=1698242737726,https://static.zara.net/photos///2023/I/0/1/p/3641/814/442/2/w/2048/3641814442_2_1_1.jpg?ts=1698242738241,https://static.zara.net/photos///2023/I/0/1/p/3641/814/442/2/w/2048/3641814442_3_1_1.jpg?ts=1698133312292,2023,W,0,1
