set_id,IMAGE_VERSION_1,IMAGE_VERSION_2,IMAGE_VERSION_3,year,season,product_type,category
26,https://static.zara.net/photos///2024/V/0/2/p/6917/418/514/2/w/2048/6917418514_6_1_1.jpg?ts=1712575254730,https://static.zara.net/photos///2024/V/0/2/p/6917/418/514/2/w/2048/6917418514_6_2_1.jpg?ts=1712575255115,https://static.zara.net/photos///2024/V/0/2/p/6917/418/514/2/w/2048/6917418514_3_1_1.jpg?ts=1712575255628,2024,V,0,2
27,https://static.zara.net/photos///2024/V/0/2/p/5585/402/436/2/w/2048/5585402436_6_1_1.jpg?ts=1708337022129,https://static.zara.net/photos///2024/V/0/2/p/5585/402/436/2/w/2048/5585402436_6_2_1.jpg?ts=1708337022443,https://static.zara.net/photos///2024/V/0/2/p/5585/402/436/2/w/2048/5585402436_3_1_1.jpg?ts=1708337025061,2024,V,0,2
28,https://static.zara.net/photos///2024/V/0/2/p/9598/452/800/2/w/2048/9598452800_6_1_1.jpg?ts=1710491427628,https://static.zara.net/photos///2024/V/0/2/p/9598/452/800/2/w/2048/9598452800_6_2_1.jpg?ts=1710491427597,https://static.zara.net/photos///2024/V/0/2/p/9598/452/800/2/w/2048/9598452800_3_1_1.jpg?ts=1712055556222,2024,V,0,2
29,https://static.zara.net/photos///2024/V/1/2/p/3214/320/800/2/w/2048/3214320800_6_1_1.jpg?ts=1709642480190,https://static.zara.net/photos///2024/V/1/2/p/3214/320/800/2/w/2048/3214320800_6_2_1.jpg?ts=1709642480428,https://static.zara.net/photos///2024/V/1/2/p/3214/320/800/2/w/2048/3214320800_3_1_1.jpg?ts=1709642480052,2024,V,1,2
30,https://static.zara.net/photos///2024/V/0/2/p/3920/415/800/2/w/2048/3920415800_6_1_1.jpg?ts=1705574317561,https://static.zara.net/photos///2024/V/0/2/p/3920/415/800/2/w/2048/3920415800_6_2_1.jpg?ts=1705574318280,https://static.zara.net/photos///2024/V/0/2/p/3920/415/800/2/w/2048/3920415800_3_1_1.jpg?ts=1705574317231,2024,V,0,2
31,https://static.zara.net/photos///2024/V/0/2/p/4637/302/406/2/w/2400/4637302406_6_1_1.jpg?ts=1713941871435,https://static.zara.net/photos///2024/V/0/2/p/4637/302/406/2/w/2400/4637302406_6_2_1.jpg?ts=1713941870991,https://static.zara.net/photos///2024/V/0/2/p/4637/302/406/2/w/2400/4637302406_3_1_1.jpg?ts=1713941862894,2024,V,0,2
32,https://static.zara.net/photos///2024/V/0/2/p/8574/439/403/2/w/2048/8574439403_6_1_1.jpg?ts=1709650168007,https://static.zara.net/photos///2024/V/0/2/p/8574/439/403/2/w/2048/8574439403_6_2_1.jpg?ts=1709650168195,https://static.zara.net/photos///2024/V/0/2/p/8574/439/403/2/w/2048/8574439403_3_1_1.jpg?ts=1709650167437,2024,V,0,2
33,https://static.zara.net/photos///2023/S/1/2/p/3115/220/800/2/w/2048/3115220800_6_1_1.jpg?ts=1690358758910,https://static.zara.net/photos///2023/S/1/2/p/3115/220/800/2/w/2048/3115220800_6_2_1.jpg?ts=1690358759006,https://static.zara.net/photos///2023/S/1/2/p/3115/220/800/2/w/2048/3115220800_3_1_1.jpg?ts=1690358759127,2023,S,1,2
34,https://static.zara.net/photos///2024/V/0/2/p/0840/465/444/2/w/2048/0840465444_6_1_1.jpg?ts=1712655394088,https://static.zara.net/photos///2024/V/0/2/p/0840/465/444/2/w/2048/0840465444_6_2_1.jpg?ts=1712655394096,https://static.zara.net/photos///2024/V/0/2/p/0840/465/444/2/w/2048/0840465444_3_1_1.jpg?ts=1712655394433,2024,V,0,2
35,https://static.zara.net/photos///2023/I/0/2/p/7147/302/052/2/w/2048/7147302052_6_1_1.jpg?ts=1691483381163,https://static.zara.net/photos///2023/I/0/2/p/7147/302/052/2/w/2048/7147302052_6_2_1.jpg?ts=1691483380933,https://static.zara.net/photos///2023/I/0/2/p/7147/302/052/2/w/2048/7147302052_3_1_1.jpg?ts=1691483380858,2023,I,0,2
36,https://static.zara.net/photos///2024/W/1/2/p/3211/320/808/2/w/2048/3211320808_6_1_1.jpg?ts=1699979617553,https://static.zara.net/photos///2024/W/1/2/p/3211/320/808/2/w/2048/3211320808_6_2_1.jpg?ts=1699979617580,https://static.zara.net/photos///2024/W/1/2/p/3211/320/808/2/w/2048/3211320808_3_1_1.jpg?ts=1699979617557,2024,W,1,2
37,https://static.zara.net/photos///2023/I/0/2/p/5593/532/800/2/w/2048/5593532800_6_1_1.jpg?ts=1692862419633,https://static.zara.net/photos///2023/I/0/2/p/5593/532/800/2/w/2048/5593532800_6_2_1.jpg?ts=1692862419636,https://static.zara.net/photos///2023/I/0/2/p/5593/532/800/2/w/2048/5593532800_3_1_1.jpg?ts=1692862421096,2023,I,0,2
38,https://static.zara.net/photos///2023/I/1/2/p/2747/220/027/2/w/2048/2747220027_6_1_1.jpg?ts=1688046672898,https://static.zara.net/photos///2023/I/1/2/p/2747/220/027/2/w/2048/2747220027_6_2_1.jpg?ts=1688046672732,https://static.zara.net/photos///2023/I/1/2/p/2747/220/027/2/w/2048/2747220027_3_1_1.jpg?ts=1688046672781,2023,I,1,2
39,https://static.zara.net/photos///2024/V/0/2/p/4432/402/802/2/w/2048/4432402802_6_1_1.jpg?ts=1709567839606,https://static.zara.net/photos///2024/V/0/2/p/4432/402/802/2/w/2048/4432402802_6_2_1.jpg?ts=1709567839587,https://static.zara.net/photos///2024/V/0/2/p/4432/402/802/2/w/2048/4432402802_3_1_1.jpg?ts=1709567840983,2024,V,0,2
40,https://static.zara.net/photos///2024/V/1/2/p/2205/320/802/2/w/2048/2205320802_6_1_1.jpg?ts=1701705232850,https://static.zara.net/photos///2024/V/1/2/p/2205/320/802/2/w/2048/2205320802_6_2_1.jpg?ts=1701705232956,https://static.zara.net/photos///2024/V/1/2/p/2205/320/802/2/w/2048/2205320802_3_1_1.jpg?ts=1701705232618,2024,V,1,2
41,https://static.zara.net/photos///2024/V/0/2/p/1732/305/800/2/w/2048/1732305800_6_1_1.jpg?ts=1712071330875,https://static.zara.net/photos///2024/V/0/2/p/1732/305/800/2/w/2048/1732305800_6_2_1.jpg?ts=1712071330886,https://static.zara.net/photos///2024/V/0/2/p/1732/305/800/2/w/2048/1732305800_3_1_1.jpg?ts=1712071331160,2024,V,0,2
42,https://static.zara.net/photos///2023/I/0/2/p/3443/310/251/2/w/2048/3443310251_6_1_1.jpg?ts=1691411266405,https://static.zara.net/photos///2023/I/0/2/p/3443/310/251/2/w/2048/3443310251_6_2_1.jpg?ts=1690355823212,https://static.zara.net/photos///2023/I/0/2/p/3443/310/251/2/w/2048/3443310251_3_1_1.jpg?ts=1691411272754,2023,I,0,2
43,https://static.zara.net/photos///2024/V/0/2/p/1564/301/401/2/w/2048/1564301401_6_1_1.jpg?ts=1706862704929,https://static.zara.net/photos///2024/V/0/2/p/1564/301/401/2/w/2048/1564301401_6_2_1.jpg?ts=1706862704943,https://static.zara.net/photos///2024/V/0/2/p/1564/301/401/2/w/2048/1564301401_3_1_1.jpg?ts=1706862705690,2024,V,0,2
44,https://static.zara.net/photos///2024/W/0/2/p/3991/526/400/2/w/2048/3991526400_6_1_1.jpg?ts=1710765976159,https://static.zara.net/photos///2024/W/0/2/p/3991/526/400/2/w/2048/3991526400_6_2_1.jpg?ts=1710765976178,https://static.zara.net/photos///2024/W/0/2/p/3991/526/400/2/w/2048/3991526400_3_1_1.jpg?ts=1710765976154,2024,W,0,2
45,https://static.zara.net/photos///2024/V/0/2/p/6085/410/123/2/w/2048/6085410123_6_1_1.jpg?ts=1712912133170,https://static.zara.net/photos///2024/V/0/2/p/6085/410/123/2/w/2048/6085410123_6_2_1.jpg?ts=1712912133183,https://static.zara.net/photos///2024/V/0/2/p/6085/410/123/2/w/2048/6085410123_3_1_1.jpg?ts=1712912134399,2024,V,0,2
46,https://static.zara.net/photos///2024/V/0/2/p/2888/325/712/2/w/2048/2888325712_6_1_1.jpg?ts=1701942281365,https://static.zara.net/photos///2024/V/0/2/p/2888/325/712/2/w/2048/2888325712_6_2_1.jpg?ts=1701942281363,https://static.zara.net/photos///2024/V/0/2/p/2888/325/712/2/w/2048/2888325712_3_1_1.jpg?ts=1701942281366,2024,V,0,2
47,https://static.zara.net/photos///2024/V/1/2/p/2233/220/202/2/w/2048/2233220202_6_1_1.jpg?ts=1698217199835,https://static.zara.net/photos///2024/V/1/2/p/2233/220/202/2/w/2048/2233220202_6_2_1.jpg?ts=1698217200312,https://static.zara.net/photos///2024/V/1/2/p/2233/220/202/2/w/2048/2233220202_3_1_1.jpg?ts=1698217199477,2024,V,1,2
48,https://static.zara.net/photos///2024/V/0/2/p/5344/404/251/2/w/2048/5344404251_6_1_1.jpg?ts=1713773422610,https://static.zara.net/photos///2024/V/0/2/p/5344/404/251/2/w/2048/5344404251_6_2_1.jpg?ts=1713773422642,https://static.zara.net/photos///2024/V/0/2/p/5344/404/251/2/w/2048/5344404251_3_1_1.jpg?ts=1713773423439,2024,V,0,2
49,https://static.zara.net/photos///2024/V/0/2/p/4087/425/712/2/w/2048/4087425712_6_1_1.jpg?ts=1706862705257,https://static.zara.net/photos///2024/V/0/2/p/4087/425/712/2/w/2048/4087425712_6_2_1.jpg?ts=1706862705196,https://static.zara.net/photos///2024/V/0/2/p/4087/425/712/2/w/2048/4087425712_3_1_1.jpg?ts=1706862707104,2024,V,0,2
50,https://static.zara.net/photos///2024/V/0/2/p/5536/404/400/2/w/2048/5536404400_6_1_1.jpg?ts=1706119004286,https://static.zara.net/photos///2024/V/0/2/p/5536/404/400/2/w/2048/5536404400_6_2_1.jpg?ts=1706119004504,https://static.zara.net/photos///2024/V/0/2/p/5536/404/400/2/w/2048/5536404400_3_1_1.jpg?ts=1706119004989,2024,V,0,2
51,https://static.zara.net/photos///2024/V/0/2/p/8377/400/615/2/w/2048/8377400615_6_1_1.jpg?ts=1710260883127,https://static.zara.net/photos///2024/V/0/2/p/8377/400/615/2/w/2048/8377400615_6_2_1.jpg?ts=1708444435712,https://static.zara.net/photos///2024/V/0/2/p/8377/400/615/2/w/2048/8377400615_3_1_1.jpg?ts=1710260883703,2024,V,0,2
52,https://static.zara.net/photos///2024/V/0/2/p/5862/422/251/2/w/2048/5862422251_6_1_1.jpg?ts=1712647107850,https://static.zara.net/photos///2024/V/0/2/p/5862/422/251/2/w/2048/5862422251_6_2_1.jpg?ts=1712647107851,https://static.zara.net/photos///2024/V/0/2/p/5862/422/251/2/w/2048/5862422251_3_1_1.jpg?ts=1712647107921,2024,V,0,2
53,https://static.zara.net/photos///2023/I/0/2/p/3597/324/806/2/w/2048/3597324806_6_1_1.jpg?ts=1693551633428,https://static.zara.net/photos///2023/I/0/2/p/3597/324/806/2/w/2048/3597324806_6_2_1.jpg?ts=1693551632809,https://static.zara.net/photos///2023/I/0/2/p/3597/324/806/2/w/2048/3597324806_3_1_1.jpg?ts=1693551633536,2023,I,0,2
54,https://static.zara.net/photos///2024/V/0/2/p/6224/406/519/2/w/2048/6224406519_6_1_1.jpg?ts=1702291950749,https://static.zara.net/photos///2024/V/0/2/p/6224/406/519/2/w/2048/6224406519_6_2_1.jpg?ts=1702291951059,https://static.zara.net/photos///2024/V/0/2/p/6224/406/519/2/w/2048/6224406519_3_1_1.jpg?ts=1702291950721,2024,V,0,2
55,https://static.zara.net/photos///2024/V/0/2/p/2621/400/401/2/w/2048/2621400401_6_1_1.jpg?ts=1704970177876,https://static.zara.net/photos///2024/V/0/2/p/2621/400/401/2/w/2048/2621400401_6_2_1.jpg?ts=1704970178078,https://static.zara.net/photos///2024/V/0/2/p/2621/400/401/2/w/2048/2621400401_3_1_1.jpg?ts=1704970178993,2024,V,0,2
56,https://static.zara.net/photos///2023/I/0/2/p/3284/354/800/2/w/2048/3284354800_6_1_1.jpg?ts=1693492628858,https://static.zara.net/photos///2023/I/0/2/p/3284/354/800/2/w/2048/3284354800_6_2_1.jpg?ts=1693492629772,https://static.zara.net/photos///2023/I/0/2/p/3284/354/800/2/w/2048/3284354800_3_1_1.jpg?ts=1693492629384,2023,I,0,2
57,https://static.zara.net/photos///2023/I/0/2/p/6674/301/802/2/w/2048/6674301802_6_1_1.jpg?ts=1691057348702,https://static.zara.net/photos///2023/I/0/2/p/6674/301/802/2/w/2048/6674301802_6_2_1.jpg?ts=1691057348827,https://static.zara.net/photos///2023/I/0/2/p/6674/301/802/2/w/2048/6674301802_3_1_1.jpg?ts=1691057349231,2023,I,0,2
58,https://static.zara.net/photos///2024/V/0/2/p/7545/417/104/2/w/2048/7545417104_6_1_1.jpg?ts=1705588259464,https://static.zara.net/photos///2024/V/0/2/p/7545/417/104/2/w/2048/7545417104_6_2_1.jpg?ts=1705588259553,https://static.zara.net/photos///2024/V/0/2/p/7545/417/104/2/w/2048/7545417104_3_1_1.jpg?ts=1705588259682,2024,V,0,2
59,https://static.zara.net/photos///2024/V/0/2/p/4070/012/800/2/w/2048/4070012800_6_1_1.jpg?ts=1701098505845,https://static.zara.net/photos///2024/V/0/2/p/4070/012/800/2/w/2048/4070012800_6_2_1.jpg?ts=1701098505870,https://static.zara.net/photos///2024/V/0/2/p/4070/012/800/2/w/2048/4070012800_3_1_1.jpg?ts=1701098507900,2024,V,0,2
60,https://static.zara.net/photos///2024/W/0/2/p/3199/301/300/2/w/2048/3199301300_6_1_1.jpg?ts=1709543447728,https://static.zara.net/photos///2024/W/0/2/p/3199/301/300/2/w/2048/3199301300_6_2_1.jpg?ts=1709543447673,https://static.zara.net/photos///2024/W/0/2/p/3199/301/300/2/w/2048/3199301300_3_1_1.jpg?ts=1709543447419,2024,W,0,2
61,https://static.zara.net/photos///2023/I/0/2/p/9065/352/700/2/w/2048/9065352700_6_1_1.jpg?ts=1697554616110,https://static.zara.net/photos///2023/I/0/2/p/9065/352/700/2/w/2048/9065352700_6_2_1.jpg?ts=1697554615679,https://static.zara.net/photos///2023/I/0/2/p/9065/352/700/2/w/2048/9065352700_3_1_1.jpg?ts=1697554617304,2023,I,0,2
62,https://static.zara.net/photos///2024/V/0/2/p/6907/403/800/2/w/2048/6907403800_6_1_1.jpg?ts=1699607702845,https://static.zara.net/photos///2024/V/0/2/p/6907/403/800/2/w/2048/6907403800_6_2_1.jpg?ts=1699607705455,https://static.zara.net/photos///2024/V/0/2/p/6907/403/800/2/w/2048/6907403800_3_1_1.jpg?ts=1699607701798,2024,V,0,2
63,https://static.zara.net/photos///2024/W/1/2/p/2209/320/001/2/w/2048/2209320001_6_1_1.jpg?ts=1699954932172,https://static.zara.net/photos///2024/W/1/2/p/2209/320/001/2/w/2048/2209320001_6_2_1.jpg?ts=1699954932202,https://static.zara.net/photos///2024/W/1/2/p/2209/320/001/2/w/2048/2209320001_3_1_1.jpg?ts=1699954932081,2024,W,1,2
64,https://static.zara.net/photos///2024/V/0/2/p/2888/491/615/2/w/2048/2888491615_6_1_1.jpg?ts=1712655364007,https://static.zara.net/photos///2024/V/0/2/p/2888/491/615/2/w/2048/2888491615_6_2_1.jpg?ts=1712655363734,https://static.zara.net/photos///2024/V/0/2/p/2888/491/615/2/w/2048/2888491615_3_1_1.jpg?ts=1712655364086,2024,V,0,2
65,https://static.zara.net/photos///2023/I/0/2/p/9569/106/401/2/w/2048/9569106401_6_1_1.jpg?ts=1694427181833,https://static.zara.net/photos///2023/I/0/2/p/9569/106/401/2/w/2048/9569106401_6_2_1.jpg?ts=1694427180931,https://static.zara.net/photos///2023/I/0/2/p/9569/106/401/2/w/2048/9569106401_3_1_1.jpg?ts=1694427179705,2023,I,0,2
66,https://static.zara.net/photos///2023/I/0/2/p/5724/515/802/2/w/2048/5724515802_6_1_1.jpg?ts=168986063413,,,2023,I,0,2
67,https://static.zara.net/photos///2024/V/0/2/p/1538/439/500/2/w/2048/1538439500_6_1_1.jpg?ts=1710323851271,https://static.zara.net/photos///2024/V/0/2/p/1538/439/500/2/w/2048/1538439500_6_2_1.jpg?ts=1710323851242,https://static.zara.net/photos///2024/V/0/2/p/1538/439/500/2/w/2048/1538439500_3_1_1.jpg?ts=1710323851001,2024,V,0,2
68,https://static.zara.net/photos///2024/W/0/2/p/0958/326/811/2/w/2048/0958326811_6_1_1.jpg?ts=1707905503168,https://static.zara.net/photos///2024/W/0/2/p/0958/326/811/2/w/2048/0958326811_6_2_1.jpg?ts=1707905503339,https://static.zara.net/photos///2024/W/0/2/p/0958/326/811/2/w/1402/0958326811_3_1_1.jpg?ts=1707905503251,2024,W,0,2
69,https://static.zara.net/photos///2023/I/0/2/p/9621/100/811/202/w/2400/9621100811_6_1_1.jpg?ts=1696592505186,https://static.zara.net/photos///2023/I/0/2/p/9621/100/811/202/w/2400/9621100811_6_2_1.jpg?ts=1696491681905,https://static.zara.net/photos///2023/I/0/2/p/9621/100/811/2/w/2400/9621100811_3_1_1.jpg?ts=1696322927629,2023,I,0,2
70,https://static.zara.net/photos///2024/W/1/2/p/2421/320/022/2/w/2048/2421320022_6_1_1.jpg?ts=1698140664580,https://static.zara.net/photos///2024/W/1/2/p/2421/320/022/2/w/2048/2421320022_6_2_1.jpg?ts=1698140664687,https://static.zara.net/photos///2024/W/1/2/p/2421/320/022/2/w/2048/2421320022_3_1_1.jpg?ts=1698140664237,2024,W,1,2
71,https://static.zara.net/photos///2024/V/0/2/p/1732/407/800/2/w/2048/1732407800_6_1_1.jpg?ts=1710407663032,https://static.zara.net/photos///2024/V/0/2/p/1732/407/800/2/w/2048/1732407800_6_2_1.jpg?ts=1710407663289,https://static.zara.net/photos///2024/V/0/2/p/1732/407/800/2/w/2048/1732407800_3_1_1.jpg?ts=1710407662859,2024,V,0,2
